title,link,description,provider
Правоведение,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080538,в курсе правоведение освещены ключевые аспекты основ правовой грамотности подробно рассмотрено устройство механизма государства и структура правовой системы что позволит вам расширить свой кругозор знание системы права даст точные знания о правах и их защите правовыми методамив данном курсе речь пойдет об отличительных чертах правового статуса участников гражданскоправовых отношений а также о видах и содержании отдельных сделок что позволит вам в полной мере реализовывать свои права при взаимодействии с другими гражданами или юридическими лицами курс правоведение рассматривает основную структура договора а также перечень существенных условий отдельных видов договоровданный курс помогает сформировать общее представление о правовых установлениях в различных сферах деятельности дает знания об основных правах человека и гражданина учит грамотно пользоваться своими правами а также вооружает навыками оформления различных юридических документов,Росдистант
Правовое регулирование внешнеэкономических сделок,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080326,необходимость изучения курса правовое регулирование внешнеэкономических сделок вызвана тем что внешнеэкономические сделки являются важным и необходимым элементом гражданского оборота в рамках курса правовое регулирование внешнеэкономических сделок будут подробно рассмотрены понятие источники правового регулирования особенности заключения исполнения и расторжения внешнеэкономического контракта а также государственноправовое регулирование внешнеэкономических сделок теоретический материал будет сопровождаться разбором практикоориентированных задач в результате прохождения курса вы узнаете об особенностях защиты прав участников внешнеэкономических контрактов полученные навыки умения и знания пригодятся для работы в организациях и учреждениях всех форм собственности так или иначе вступающих во внешнеэкономические связи,Росдистант
Правовое регулирование искусственного интеллекта,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11291357,"о чем  искусственный интеллект выступает важнейшим элементом начавшейся четвертой промышленной революции его быстрое развитие и расширяющееся использование на практике потребовало создания правового регулирования искусственного интеллекта новое электричество как назван искусственный интеллект в программных документах  стратегиях развития искусственного интеллекта россии китая сша и европейского союза  меняет структуру экономики методы управления систему коммуникаций то есть трансформирует общество в целом включайтесь в будущее или оставайтесь в прошлом  выбор за вами  httpsmoocunnrucourseviewphpid346  федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгу  автор курса филипова ирина анатольевна кандидат юридических наук доцент кафедры трудового и экологического права юридического факультета ннгу им ни лобачевского   что изучим цель онлайнкурса  дать обучающимся систематизированное представление о растущем влиянии искусственного интеллекта на право и о быстро формирующемся правовом регулировании искусственного интеллекта в рамках курса будут раскрыты основные теоретические вопросы и проблемы возникающие на практике при включении искусственного интеллекта в систему общественных отношений задачи курса  сформировать общее понимание искусственного интеллекта как явления его разновидностей и путей создания
истории современного состояния и перспектив развития искусственного интеллекта
формирования правового регулирования искусственного интеллекта
международного регулирования искусственного интеллекта
основ национального регулирования искусственного интеллекта
регулирования искусственного интеллекта публичным правом
регулирования искусственного интеллекта частным правом  курс состоит из следующих недель 1 искусственный интеллект понятие значение виды 2 история развития современное состояние и перспективы искусственного интеллекта 3 развитие правового регулирования искусственного интеллекта 4 международное регулирование искусственного интеллекта 5 основы национального регулирования искусственного интеллекта 6 искусственный интеллект и публичное право 7 искусственный интеллект и частное право 8 итоговое испытание  багаж для изучения дисциплины обязательно наличие базовых знаний в области права как минимум прохождение курса правоведение во время учебы в вузе желательно успешное освоение курсов по теории государства и права конституционному административному гражданскому уголовному трудовому и иным отраслям права при обучении в бакалавриате по направлению юриспруденция  целевая аудитория 1 студентыюристы старших курсов бакалавриата и студенты магистратуры интересующиеся  изменениями происходящими в современном обществе в связи с цифровизацией экономики и управления  новыми технологиями и необходимостью их правовой регламентации  новыми направлениями профессиональной юридической деятельности 2 студенты иных направлений желающие повысить свой уровень информированности о влиянии новых технологий на общество и о вытекающих из этого потребностях правового урегулирования 3 юристы в том числе государственные и муниципальные служащие чья профессиональная деятельность требует актуализации знаний об изменениях законодательства связанных с цифровизацией и распространением искусственного интеллекта 4 лица имеющие высшее образование не связанное с юриспруденцией но желающие понять основы взаимодействия права и искусственного интеллекта как цифровой технологии стремительно наращивающей свое влияние в обществе  для чего по итогам успешного прохождения курса обучающиеся составят собственное представление о перспективах развития права в цифровом обществе и смогут скорректировать профессиональную траекторию с учетом происходящих изменений в технологической правовой и иных сферах в результате успешного обучения на курсе слушатель будет знать  общие вопросы развития искусственного интеллекта  место технологий искусственного интеллекта в ряду других цифровых технологий  историю исследования возможностей влияния искусственного интеллекта на право  общетеоретические моменты правового регулирования искусственного интеллекта  вопросы стоящие перед отраслевым законодательством в связи с развитием и распространением искусственного интеллекта  вектор развития международного регулирования искусственного интеллекта  основные положения национальных стратегий развития искусственного интеллекта  направления развития законодательства разных стран в этой области  уметь  классифицировать искусственный интеллект по видам  выделять тенденции в развитии искусственного интеллекта  формулировать основные этические и правовые проблемы связанные с развитием искусственного интеллекта  выделять подходы к правовому регулированию искусственного интеллекта  понимать динамику развития правового регулирования в этой области  объяснять причины стимулирующие процессы автоматизации права  обосновывать потребности в развитии правового регулирования искусственного интеллекта  слушатели успешно завершившие курс правовое регулирование искусственного интеллекта повысят уровень владения рядом профессиональных компетенций в области  юридического анализа способности анализировать нестандартные ситуации правоприменительной практики и предлагать оптимальные варианты их решения  толкования права способности квалифицированно толковать правовые акты в том числе в ситуациях наличия пробелов и коллизий норм права  юридической аргументации способности аргументировать правовую позицию по делу  информационных технологий способности применять информационные технологии и использовать правовые базы данных для решения задач профессиональной деятельности с учетом требований информационной безопасности  общая трудоемкость курса 2 зе  сертификат  электронный",Открытые онлайн курсы университета им. Н.И. Лобачевского
Правовое регулирование отношений в Интернете. Российская перспектива,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=142086,правовое регулирование отношений в интернете  обзорный курс нацеленный на формирование основных представлений о подходах к регулированию глобальной информационнотелекоммуникационной сети основная задача курса заключается в формировании целостного представления об отношениях в интернете как о предмете правового регулирования курс построен на системном методологическом подходе предполагающем в первую очередь анализ сквозных правовых проблем обусловленных архитектурой глобальной сети и ее гибкостью например проблем идентификации пользователей определения юрисдикции и  ответственности информационных посредников который развивался в российской литературе вб наумовым вв архиповым аи савельевым и др главная особенность курса выражается в сочетании классических юридических методов и контекста инновационных технологических областей помимо проблем собственно интернета в курсе содержится в том числе обзор проблематики криптовалют на примере биткоин и технологии блокчейн правовых аспектов виртуальных миров и многопользовательских компьютерных игр а также самой противоречивой из актуальных горячих тем на точке пересечения права и технологии  роботов именно авторы курса являются соавторами дискуссионного законопроекта о робототехнике призванного послужить началом обсуждения проблематики правосубъектности роботов помимо теории и обзора регулятивных подходов курс содержит анализ отдельной актуальной российской судебной практики изменившей представления о подходах к регулированию интернета в том числе дело о блокировке социальной сети linkedin истец  роскомнадзор в 2016 году подтвердившее системное изменение подходов к интернетюрисдикции и дело mailru games истец  федеральная налоговая служба определившее реальные правовые подходы к виртуальной собственности экспертиза авторов курса во многом обусловлена тем что они среди отдельных своих коллегэнтузиастов стояли у истоков юридической практики вб наумов и научнопреподавательской деятельности вб наумов вв архипов в данной области и ими накоплен уникальный опыт в it  ip практике международной юридической фирмы dentons а также в ходе общественноконсультативной деятельности в том числе в рамках консультативного совета роскомнадзора экспертных групп программы цифровая экономика российской федерации данный курс основан на логике и материалах представляющих собой результаты многолетнего опыта преподавания аналогичных дисциплин на юридическом факультете санктпетербургского государственного университета,Открытое образование
Правовые аспекты ядерного нераспространения,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11076220,"курс посвящен режиму нераспространению ядерных материалов с правовых позиций

цель курса состоит в знакомстве с правовыми основами деятельности в области ядерной энергетики включая вопросы ядерного нераспространения

в курс включены демонстрационные видеоматериалы иллюстрирующие основные термины и понятия учебной дисциплины

создание условий недоступности ядерных материалов по отношению к любым несанкционированным действиям с ними является по сути единственным барьером отделяющим мир от ядерной катастрофы",Открытое образование
Правовые вопросы использования объектов интеллектуальной собственности в открытом образовании,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=121721,"курс включает в себя обсуждение механизмов и процедур компенсации финансовых рисков связанных с нарушением авторских прав в интернет пространстве а также эффективных моделей разделения исключительных прав между авторами и организациямиразработчиками  
актуальность вопросов интеллектуальной собственности при создании и реализации онлайнкурсов обсловлена следующими основными причинами в первую очередь  это высокие финансовые риски сязанные  с некорректным использованием в интернет пространстве чужого контента причем как с намеренным так и непреднамеренным в условиях массового характера использования контента размер возможных исковых требований со стороны правообладателей в случае нарушения исключительных прав существенно возрастает вторая не менее важная причина в том что использование при проектировании онлайнкурсов взаимовыгодных моделей разделения интеллектуальных прав  это один из наиболее эффективных мотивационных инструментов позволяющих обеспечить заинтересованность разработчиков в создании и главное  в непрерывном совершенствовании востребованных рынком курсов таким образом изучение данного курса будет полезным для широкого круга участников процессов открытого образования включая авторов курсов руководителей образовательных программ и проектов а также управленческого персонала организацийразработчиков онлайнкурсов",OpenProfession
Правовые и этические основы педагогической деятельности,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11190054,курс правовые и этические основы педагогической деятельностипредназначен для студентов бакалавриата 440000образование и педагогические науки и направлен на то чтобы дать обучающимся исчерпывающие всесторонние и систематизированные знания о месте и значении правовых и этических основ педагогической деятельности системе теоретических основ этической и правовой стороны педагогической деятельности специфике правовой составляющей образовательной деятельности правового статуса педагогического работника руководителя образовательной организации формах и методах деятельности лиц занимающихся образовательной воспитательной деятельностью системы взаимодействия с организациями и учреждениями в процессе осуществления профессиональной деятельности в том числе института семьи юридической административной материальной дисциплинарной ответственности,Учебный портал УрГПУ
Правовые основы градостроительной деятельности,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043951,курс посвящен основам российской законодательной системы в сфере градостроительства цель данного курса  дать слушателям базовые знания о системе градостроительного права российской федерации и навыки работы с основными градостроительными документами в ходе курса подробно рассматриваются федеральные законодательные акты необходимые к учету при градостроительном планировании слушатели учатся понимать иерархию системы местного самоуправления российской федерации с целью использования знаний в работе с соответствующей документацией задания направлены на получение навыков практической работы с системами градостроительного зонирования и территориального планирования особый акцент делается на работе над критическим мнением в отношении установления регламентов развития города после прохождения курса слушатели будут обладать необходимым терминологическим аппаратом и знаниями об основных принципах функционирования градостроительной деятельности рф на правовом уровне смогут понимать анализировать и применять в городском планировании документы городского развития,Открытое образование
Правовые основы избирательного процесса,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11190182,онлайнкурс правовые основы избирательного процесса направлен на формирование у обучающихся комплекса знаний умений и компетенций необходимых для успешной профессиональной деятельности в сфере общественных отношений по организации и проведению выборов в органы государственной власти и органы местного самоуправления включающей нормотворческую правоприменительную экспертноконсультационную и педагогическую деятельность,СДО РАНХиГС
Правовые основы цифровой экономики,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11096912,курс правовые основы цифровой экономики направлен на формирование у слушателей общих представлений об особенностях правового регулирования современной цифровой экономики включая оборот результатов интеллектуальной деятельности защиту прав и свобод в интернет  пространстве правовой статус криптовалют и другие актуальные вопросы,Открытая онлайн-академия Финансового университета
Практика устного и письменного перевода,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11093839,онлайнкурс практика устного и письменного перевода направлен на формирование необходимых умений и навыков для осуществления устного и письменного перевода студенты узнают о лингвистических и экстралингвистических компетенциях ознакомятся с важными моментами работы устного и письменного переводчика по окончании курса студенты будут иметь представление о переводческой деятельности что поможет им в выборе будущей профессии,Stepik
Практики поликультурной медиации в Европе,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=12054187,"данная дисциплина является частью магистерских программ медиация в образовании


задачи изучения дисциплины

1 сформировать у обучающихся интерес и уважение к базовым ценностям многонационального и многоконфессионального общества

2 изучить специфику зарождения и развития медиативных практик в странах европы на примере италии португалии германии

3 представить опыт проблемы и перспективы подготовки поликультурных медиаторов в странах евросоюза стандарты способы требования условия работы

4 сформировать готовность к конструктивному взаимодействию в поликультурной образовательной среде

5 освоить приемы диагностики межэтнических конфликтов и возможности медиации при разборе и решении кейсситуаций



организация курса

курс состоит из четырех модулей каждый модуль содержит видеолекции конспекты лекций вопросы для самоконтроля медиа ресурсы для более глубокого изучения материала тесты продолжительность курса 5 недель курс предусматривает самостоятельную работу анализ кейсов по медиации представленных в курсе и написание рефлексивного эссе по разбору поликультурного кейса для получения зачета по курсу необходимо освоение содержания 4х модулей подтвержденное результатами выполнения тестов",е-Сибирь – платформа онлайн-обучения Сибирского РЦКОО
Практики системной инженерии,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=4048,"


курс предназначен для будущих инженеров системных аналитиков и руководителей технических проектов цель курса  освоение наиболее универсальных практик системной инженерии позволяющих существенно ускорить продвижение специалистов по карьерной лестнице практики системной инженерии направлены на минимизацию проектных рисков путем снижения неопределенности в постановке задачи и принципиальных инженерных решениях будут рассмотрены вопросы организации команды анализа потребностей стейкхолдеров разработки требований функциональных моделей и системной архитектуры в ходе занятий будет использовано принятое в профессиональной среде программное обеспечение",Открытое образование
Практики цифровой трансформации,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11076153,"представлена концепция отображения первичной измерительной информации по уровням преобразования инфокоммуникационной инфраструктуры в электрические и экономические измерения  с целью выработки управленческих решений об эффективности деятельности предприятия приводятся сведения по методам и моделям оценки цифровой зрелости инфокоммуникационной инфраструктуры когнитивной сложности и готовности к цифровым трансформациям

впервые представлен обширный материал по классификации и содержанию показателей бизнеспроцессов различных ресурсов предприятия для цифровизации",Открытое образование
Практико-ориентированные основы цифровой математики,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11240524,курс состоит из трёх модулей где вы сможете найти видеолекции разделы для самостоятельного изучения а также дополнительные материалы которые помогут вам успешно изучить одну из наиболее динамично развивающихся отраслей  сферу цифровых технологийв этом курсе вы познакомитесь с основами цифрового управления с применением технологии интернета вещей вы узнаете как на практике применять различные способы геометрического моделирования для создания качественного прототипа мы расскажем какие формы методы и средства обучения являются наиболее эффективными для формирования профессиональных компетенций в данной сфере,Stepik
Предпринимательский модуль,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11138697,"курс предпринимательский модуль представляет собой систематическое введение в проблематику предпринимательской деятельности в целом и развития технологического стартапа в частности курс предполагает использование проектного подхода те каждая тема рассматривается как в теории так и на практике при проработке элементов учебного предпринимательского проекта в рамках курса приоритетное внимание уделено таким вопросам как формирование команды исследование рынка формирование маркетинговой стратегии управление интеллектуальной собственностью анализируются современные концепции ведения бизнеса и инновационного развития
 в курсе используются учебные материалы в области инновационной экономики и технологического предпринимательства предоставленные университетом итмо санктпетербург",Онлайн-обучение в БФУ им И. Канта
Предпринимательство в креативных индустриях,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=606528,курс посвящен формированию предпринимательских компетенций теоретических знаний практических умений и навыков в сфере креативных индустрий а также раскрытию творческого потенциала и креативности у предпринимательского сообщества таким образом курс имеет двойное направление создание предпринимательского мышления у представителей творческих профессий и формирование креативности у предпринимателей как начинающих так и уже действующихцель курса  сформировать фундаментальную теоретическую базу и компетенции у занятых в креативных индустриях мастера музыканты деятели искусства спортсмены инженеры исследователи и научные работники и тп для обеспечения возможности их предпринимательской активности а также формирования нестандартного творческого подхода в среде предпринимателей с тем чтобы развить творческий потенциал и обеспечить эффективное становление их бизнеса курс предполагает следующие инновационные методы обучения интерактивность project based learning работа над нестандартными заданиями использование воображения и фантазии отсутствие правильных однозначных ответов и стимулирование творческой активности компетенции являются первичными и теория изучается под каждую компетенцию таким образом что обучающиеся сразу же используют теорию в практических заданиях результаты обучения обучающиеся выйдут за барьеры типичного стандартного решения проблем сформируют навыки и получат теоретические знания в области предпринимательства от генерирования идей определения целевой группы потребителей анализа рынка до бизнеспланирования формирования структуры бизнеса и организации бизнеспроцессов будут сформированы компетенции в области бизнесмоделирования бизнеспланирования поиска источников ресурсов и фандрайзинга экономического обоснования и определения эффективности инвестиций а также в области нестандартного мышления при решении типичных задач при управлении бизнесом представители креативных индустрий смогут найти свое место на рынке и продать свой продукт научившись зарабатывать деньги на своем таланте,Открытое образование
Предпринимательство и стратегии бизнеса,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11573603,"цель курса  формирование комплексных знании в области теории и практики предпринимательства и построения стратегии с использованием аналитического инструментария предоставление понимания студентами основных теоретических и практических основ осуществления предпринимательской деятельности разработки стратегии развития компании в условиях цифровой трансформации экономики
  курс посвящен формированию предпринимательского и стратегического мышления необходимого для успешной работы в современном бизнесе",Открытая онлайн-академия Финансового университета
Приемники и потребители энергоресурсов,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080330,в данном курсе приведены классификации приемников и потребителей энергоресурсов а также их характеристики в процессе освоения курса вы создадите фундамент для формирования навыков решения теоретических и практических задач характерных для эффективных приемников и потребителей энергоресурсов на современном производстве в коммунальнобытовом и сельском хозяйстве в будущем это позволит вам стать разносторонними специалистами правильно выбирать основные группы приемников энергоресурсов применительно к инженерной задаче,Росдистант
Прикладная ботаника,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11089833,курс представляет введение в ботанику для студентов обучающихся по угсн сельское лесное и рыбное хозяйство рассматривает общие вопросы цитологии растительных тканей строение вегетативных и генеративных органов растений основные вопросы систематики растений знакомит с пищевыми кормовыми медоносными техническими культурами с особенностями сорных и ядовитых растений содержит лекции о многообразии растительного мира строении растительных сообществправообладатель имеет лицензию на образовательную деятельность фгбоу во ижевская гсха,Платформа ФГБОУ ВО Ижевская ГСХА
